timestamp,i01,i02,i03,i05,i06,i07,i08,i09,i12,i13,i136,i14,i15,i16,i17,i18,i19,i20,i21,i22,i23,i24,i25,i26,i27,i28,i29,i30,i31,i32,i34,i35,i36,i37,i38,i39,i41,i42,i43,i44,i45,i46,i47,i48,i49,i57,i61,i65,i66,i67,i72,i74,i75,i76,i77,i79,i80,i81,i87,i88,i89,i97,unknown,i04,i100,i101,i102,i111,i147,i59,i63,i68,i70,i82,i95,i96,i10,i104,i107,i11,i130,i132,i33,i50,i54,i64,i73,i83,i90,i53,i99,i123,i40,i52,i51,i71,i86,i91,i106,i125,i94,i98,i112,i78,i121,i117,i141,i103,i133,i84,i114,i120,i134,i109,i129,i105,i144,i122,i85,i118,i116,i140,i108,i115,i119,i58,i131,i110,i113,i56,i139,i93,i62,i128,i127,i142,i135,i126,i145,i138,i01_prediction,i02_prediction,i03_prediction,i05_prediction,i06_prediction,i07_prediction,i08_prediction,i09_prediction,i12_prediction,i13_prediction,i136_prediction,i14_prediction,i15_prediction,i16_prediction,i17_prediction,i18_prediction,i19_prediction,i20_prediction,i21_prediction,i22_prediction,i23_prediction,i24_prediction,i25_prediction,i26_prediction,i27_prediction,i28_prediction,i29_prediction,i30_prediction,i31_prediction,i32_prediction,i34_prediction,i35_prediction,i36_prediction,i37_prediction,i38_prediction,i39_prediction,i41_prediction,i42_prediction,i43_prediction,i44_prediction,i45_prediction,i46_prediction,i47_prediction,i48_prediction,i49_prediction,i57_prediction,i61_prediction,i65_prediction,i66_prediction,i67_prediction,i72_prediction,i74_prediction,i75_prediction,i76_prediction,i77_prediction,i79_prediction,i80_prediction,i81_prediction,i87_prediction,i88_prediction,i89_prediction,i97_prediction,unknown_prediction,i04_prediction,i100_prediction,i101_prediction,i102_prediction,i111_prediction,i147_prediction,i59_prediction,i63_prediction,i68_prediction,i70_prediction,i82_prediction,i95_prediction,i96_prediction,i10_prediction,i104_prediction,i107_prediction,i11_prediction,i130_prediction,i132_prediction,i33_prediction,i50_prediction,i54_prediction,i64_prediction,i73_prediction,i83_prediction,i90_prediction,i53_prediction,i99_prediction,i123_prediction,i40_prediction,i52_prediction,i51_prediction,i71_prediction,i86_prediction,i91_prediction,i106_prediction,i125_prediction,i94_prediction,i98_prediction,i112_prediction,i78_prediction,i121_prediction,i117_prediction,i141_prediction,i103_prediction,i133_prediction,i84_prediction,i114_prediction,i120_prediction,i134_prediction,i109_prediction,i129_prediction,i105_prediction,i144_prediction,i122_prediction,i85_prediction,i118_prediction,i116_prediction,i140_prediction,i108_prediction,i115_prediction,i119_prediction,i58_prediction,i131_prediction,i110_prediction,i113_prediction,i56_prediction,i139_prediction,i93_prediction,i62_prediction,i128_prediction,i127_prediction,i142_prediction,i135_prediction,i126_prediction,i145_prediction,i138_prediction
1536430200000,13.0,1874.0,13.0,135.0,244740.0,89.0,26.0,3.0,174.0,177.0,,1083.0,64.0,221.0,664.0,14.0,2.0,7.0,23.0,17.0,70.0,2.0,,14.0,,8.0,11.0,63.0,7.0,1.0,487.0,,5.0,,118056.0,60.0,,55.0,,,,5797.0,392.0,14.0,71.0,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,1946.0,6.0,139.0,265004.0,50.0,26.0,3.0,161.0,177.0,,1382.0,100.0,221.0,664.0,1.0,2.0,5.0,23.0,17.0,53.0,2.0,,10.0,,8.0,11.0,47.0,7.0,1.0,394.0,,2.0,,219711.0,60.0,,55.0,,,,5402.0,378.0,14.0,169.0,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536430500000,8.0,1769.0,6.0,196.0,232142.0,50.0,26.0,2.0,153.0,133.0,,1100.0,73.0,247.0,657.0,3.0,2.0,1.0,21.0,16.0,71.0,5.0,4.0,4.0,1.0,,13.0,42.0,11.0,12.0,417.0,,4.0,,105902.0,90.0,13.0,46.0,25.0,1.0,,6100.0,437.0,13.0,,,,,2.0,,2.0,6.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1946.0,6.0,139.0,232142.0,50.0,26.0,2.0,161.0,133.0,,1382.0,100.0,247.0,664.0,1.0,2.0,5.0,23.0,16.0,53.0,2.0,4.0,10.0,2.0,,13.0,47.0,12.0,12.0,394.0,,4.0,,105902.0,60.0,3.0,55.0,25.0,1.0,,5402.0,371.0,14.0,,,,,1.0,,2.0,6.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536430800000,11.0,1974.0,2.0,139.0,219993.0,49.0,26.0,8.0,151.0,120.0,,1130.0,165.0,254.0,556.0,9.0,2.0,5.0,27.0,21.0,52.0,,2.0,6.0,,,14.0,42.0,12.0,2.0,353.0,,2.0,,105775.0,66.0,4.0,60.0,16.0,5.0,,4061.0,365.0,14.0,10.0,,,,2.0,,2.0,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,1946.0,6.0,139.0,182128.0,49.0,26.0,8.0,161.0,120.0,,1382.0,100.0,247.0,664.0,1.0,2.0,5.0,41.0,16.0,52.0,,1.0,6.0,,,14.0,47.0,12.0,1.0,394.0,,2.0,,105902.0,66.0,3.0,46.0,10.0,5.0,,4631.0,371.0,14.0,44.0,,,,1.0,,2.0,,,,,,4.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536431100000,9.0,1971.0,14.0,130.0,213619.0,124.0,26.0,5.0,168.0,160.0,,1196.0,100.0,228.0,568.0,12.0,2.0,3.0,43.0,16.0,53.0,1.0,1.0,2.0,3.0,456.0,15.0,73.0,18.0,1.0,394.0,,9.0,,99491.0,49.0,,41.0,10.0,5.0,1.0,4631.0,425.0,12.0,44.0,,,,,2.0,3.0,15.0,,,,,4.0,,,2.0,,,,,,,,,,,,,,,,,,1.0,,,,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,9.0,1946.0,6.0,139.0,182128.0,124.0,26.0,5.0,161.0,120.0,,1382.0,100.0,247.0,664.0,1.0,2.0,3.0,41.0,16.0,53.0,1.0,1.0,6.0,2.0,456.0,15.0,47.0,12.0,1.0,394.0,,2.0,,105902.0,90.0,,41.0,10.0,5.0,1.0,4631.0,371.0,14.0,44.0,,,,,2.0,3.0,15.0,,,,,4.0,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
1536431400000,5.0,2068.0,17.0,103.0,204124.0,32.0,26.0,6.0,147.0,142.0,,1321.0,112.0,214.0,578.0,21.0,2.0,3.0,23.0,16.0,42.0,4.0,,4.0,3.0,355.0,10.0,62.0,3.0,2.0,461.0,,4.0,,96490.0,48.0,,44.0,9.0,5.0,,4824.0,371.0,14.0,62.0,1.0,,,1.0,,4.0,3.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,2.0,,,1.0,,,4.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,1946.0,6.0,130.0,182128.0,58.0,26.0,6.0,161.0,142.0,,1321.0,100.0,239.0,664.0,1.0,2.0,3.0,41.0,16.0,42.0,1.0,,4.0,2.0,355.0,15.0,47.0,4.0,1.0,461.0,,9.0,,96490.0,48.0,,44.0,10.0,5.0,,4824.0,371.0,14.0,44.0,1.0,,,1.0,,4.0,6.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,1.0,,,4.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536431700000,17.0,1939.0,5.0,184.0,201315.0,58.0,26.0,2.0,161.0,140.0,,1464.0,98.0,239.0,567.0,1.0,,4.0,34.0,16.0,45.0,,,1.0,4.0,,16.0,37.0,4.0,4.0,345.0,,3.0,,92824.0,56.0,,45.0,33.0,5.0,2.0,3403.0,343.0,9.0,,,,,2.0,,3.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,1.0,,,,,2.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1946.0,6.0,130.0,182128.0,52.0,26.0,2.0,161.0,142.0,,1321.0,100.0,239.0,664.0,1.0,,1.0,41.0,16.0,45.0,,,1.0,2.0,,11.0,47.0,4.0,1.0,245.0,,3.0,,92824.0,56.0,,44.0,33.0,5.0,2.0,4824.0,371.0,14.0,,,,,1.0,,3.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,1.0,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536432000000,7.0,2037.0,20.0,133.0,195248.0,52.0,26.0,,192.0,86.0,,3077.0,60.0,299.0,567.0,5.0,,1.0,21.0,16.0,38.0,21.0,,2.0,4.0,366.0,11.0,45.0,17.0,,410.0,,9.0,,78837.0,46.0,2.0,51.0,3.0,5.0,,2729.0,273.0,17.0,,,,,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1946.0,6.0,130.0,182128.0,52.0,26.0,,161.0,147.0,,1321.0,100.0,278.0,664.0,1.0,,1.0,24.0,16.0,38.0,21.0,,2.0,2.0,366.0,11.0,47.0,17.0,,245.0,,3.0,,92824.0,46.0,3.0,51.0,33.0,5.0,,8801.0,371.0,14.0,,,,,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536432300000,28.0,1943.0,31.0,169.0,182128.0,120.0,26.0,1.0,149.0,147.0,,1292.0,91.0,247.0,621.0,,2.0,9.0,24.0,18.0,48.0,49.0,,3.0,3.0,8834.0,15.0,30.0,26.0,,319.0,,5.0,62.0,80508.0,52.0,,42.0,4.0,4.0,,5152.0,483.0,7.0,22.0,,,,2.0,,2.0,6.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1946.0,6.0,130.0,182128.0,120.0,26.0,1.0,161.0,147.0,,1832.0,100.0,278.0,664.0,,2.0,1.0,24.0,18.0,48.0,21.0,,3.0,2.0,8834.0,11.0,47.0,1.0,,245.0,,5.0,62.0,80508.0,52.0,,42.0,4.0,5.0,,8801.0,371.0,14.0,44.0,,,,1.0,,2.0,6.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536432600000,8.0,1897.0,4.0,130.0,176241.0,32.0,26.0,4.0,155.0,79.0,,1381.0,114.0,278.0,615.0,,2.0,1.0,13.0,23.0,42.0,1.0,1.0,4.0,1.0,,10.0,47.0,1.0,,245.0,,2.0,23.0,74793.0,43.0,,57.0,2.0,,1.0,5847.0,362.0,19.0,43.0,,,,1.0,,3.0,,,,,,1.0,,,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1946.0,6.0,130.0,182128.0,32.0,26.0,4.0,161.0,79.0,,1832.0,100.0,278.0,664.0,,2.0,1.0,24.0,18.0,42.0,1.0,1.0,3.0,2.0,,10.0,47.0,1.0,,245.0,,2.0,23.0,80508.0,43.0,,42.0,2.0,,1.0,8801.0,371.0,14.0,43.0,,,,1.0,,3.0,,,,,,3.0,,,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536432900000,2.0,1828.0,11.0,123.0,166729.0,27.0,26.0,,145.0,59.0,,1329.0,62.0,237.0,584.0,,,11.0,7.0,16.0,39.0,35.0,1.0,3.0,5.0,,9.0,43.0,1.0,,343.0,,2.0,,72353.0,45.0,3.0,52.0,,,1.0,5547.0,347.0,12.0,21.0,,,,2.0,,3.0,24.0,,,,,3.0,,,,2.0,,,5.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1946.0,6.0,101.0,132235.0,27.0,26.0,,140.0,59.0,,1329.0,62.0,237.0,664.0,,,4.0,7.0,16.0,37.0,1.0,1.0,1.0,2.0,,9.0,15.0,1.0,,343.0,,2.0,,65891.0,45.0,3.0,52.0,,,1.0,8801.0,371.0,14.0,43.0,,,,1.0,,3.0,24.0,,,,,2.0,,,,2.0,,,10.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536433200000,4.0,1947.0,7.0,101.0,170239.0,30.0,26.0,5.0,140.0,72.0,,1625.0,169.0,232.0,629.0,,2.0,11.0,14.0,19.0,37.0,16.0,5.0,6.0,3.0,,9.0,35.0,1.0,1.0,455.0,,7.0,,72905.0,52.0,1.0,53.0,,,,4500.0,414.0,20.0,,,,,2.0,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1946.0,6.0,101.0,132235.0,27.0,26.0,5.0,140.0,72.0,,1329.0,169.0,299.0,664.0,,4.0,4.0,14.0,19.0,37.0,1.0,5.0,6.0,2.0,,9.0,15.0,1.0,1.0,245.0,,2.0,,65891.0,52.0,1.0,52.0,,,,8801.0,371.0,14.0,,,,,1.0,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536433500000,8.0,2184.0,6.0,108.0,161996.0,25.0,26.0,2.0,172.0,70.0,,1784.0,117.0,218.0,664.0,,4.0,7.0,6.0,18.0,73.0,,3.0,1.0,6.0,,12.0,38.0,,,318.0,,6.0,,65891.0,51.0,,45.0,3.0,,1.0,3613.0,255.0,13.0,84.0,,,,2.0,,1.0,1.0,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1946.0,6.0,130.0,132235.0,25.0,26.0,2.0,140.0,70.0,,1784.0,169.0,194.0,664.0,,4.0,4.0,7.0,19.0,73.0,,3.0,6.0,2.0,,12.0,15.0,,,245.0,,6.0,,65891.0,51.0,,41.0,2.0,,1.0,8801.0,371.0,14.0,143.0,,,,1.0,,1.0,1.0,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536433800000,9.0,2145.0,1.0,78.0,152165.0,54.0,26.0,1.0,161.0,67.0,,1832.0,71.0,194.0,606.0,1.0,2.0,2.0,4.0,18.0,37.0,,4.0,5.0,,,11.0,20.0,1.0,,245.0,,3.0,,67812.0,45.0,1.0,41.0,16.0,,1.0,3034.0,423.0,7.0,35.0,,1.0,,,,3.0,9.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,1946.0,6.0,130.0,132235.0,54.0,26.0,1.0,124.0,70.0,,1832.0,71.0,194.0,664.0,1.0,4.0,2.0,7.0,18.0,73.0,,4.0,5.0,,,11.0,15.0,1.0,,245.0,,3.0,,65891.0,45.0,1.0,41.0,16.0,,1.0,8801.0,371.0,14.0,143.0,,1.0,,,,3.0,9.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536434100000,18.0,2015.0,4.0,125.0,149033.0,94.0,26.0,1.0,124.0,67.0,,1680.0,77.0,199.0,594.0,4.0,4.0,2.0,7.0,43.0,39.0,,3.0,,3.0,1.0,7.0,13.0,7.0,1.0,303.0,,4.0,,62020.0,43.0,3.0,50.0,24.0,,,4563.0,291.0,9.0,143.0,5.0,,,1.0,,3.0,3.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,1946.0,6.0,130.0,132235.0,94.0,26.0,1.0,124.0,67.0,,1680.0,62.0,194.0,594.0,1.0,4.0,2.0,7.0,18.0,39.0,,3.0,,2.0,1.0,11.0,15.0,1.0,1.0,245.0,,4.0,,62020.0,43.0,1.0,50.0,16.0,,,8801.0,371.0,14.0,143.0,1.0,,,1.0,,3.0,3.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536434400000,9.0,2030.0,7.0,105.0,141621.0,62.0,26.0,3.0,137.0,61.0,,1809.0,76.0,234.0,570.0,,2.0,,8.0,16.0,58.0,7.0,2.0,9.0,3.0,,11.0,13.0,22.0,,280.0,,4.0,,59467.0,55.0,6.0,51.0,,,,2985.0,303.0,14.0,18.0,1.0,,,2.0,,3.0,,,,,,2.0,,,,2.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,1946.0,6.0,138.0,132235.0,62.0,26.0,1.0,124.0,61.0,,1809.0,62.0,227.0,594.0,,2.0,,8.0,16.0,39.0,1.0,2.0,9.0,2.0,,11.0,15.0,2.0,,245.0,,4.0,,62020.0,43.0,1.0,51.0,,,,8801.0,371.0,14.0,18.0,1.0,,,1.0,,3.0,,,,,,2.0,,,,2.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536434700000,2.0,1865.0,13.0,149.0,136981.0,19.0,26.0,4.0,163.0,71.0,3.0,1903.0,84.0,227.0,518.0,1.0,8.0,4.0,9.0,16.0,54.0,,2.0,4.0,,,13.0,18.0,2.0,,379.0,,4.0,,65518.0,50.0,7.0,38.0,,,1.0,2365.0,373.0,11.0,66.0,,,,2.0,,3.0,31.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1946.0,6.0,138.0,132235.0,62.0,26.0,1.0,124.0,61.0,3.0,1809.0,62.0,227.0,594.0,1.0,8.0,4.0,7.0,16.0,54.0,,2.0,4.0,,,7.0,15.0,2.0,,245.0,,4.0,,48523.0,50.0,1.0,51.0,,,1.0,8801.0,371.0,14.0,66.0,,,,1.0,,3.0,31.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536435000000,2.0,2134.0,2.0,153.0,135281.0,51.0,26.0,1.0,164.0,60.0,,2156.0,60.0,190.0,584.0,,3.0,3.0,21.0,18.0,35.0,,7.0,3.0,3.0,,14.0,20.0,1.0,2.0,306.0,,12.0,47.0,56270.0,44.0,,43.0,,,,2813.0,335.0,10.0,65.0,,,,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1946.0,6.0,138.0,132235.0,51.0,26.0,1.0,164.0,60.0,,2156.0,62.0,227.0,594.0,,3.0,5.0,21.0,18.0,35.0,,2.0,2.0,2.0,,14.0,15.0,1.0,2.0,245.0,,4.0,47.0,48523.0,44.0,,46.0,,,,8801.0,371.0,14.0,9.0,,,,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536435300000,7.0,1946.0,,138.0,138219.0,12.0,26.0,1.0,144.0,51.0,,1661.0,46.0,207.0,558.0,,2.0,5.0,6.0,16.0,42.0,,2.0,2.0,,,6.0,79.0,109.0,,317.0,,3.0,,58641.0,47.0,,46.0,10.0,,,2299.0,364.0,9.0,9.0,,,,2.0,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1946.0,,138.0,132235.0,51.0,26.0,1.0,164.0,51.0,,2156.0,62.0,227.0,594.0,,2.0,5.0,6.0,16.0,42.0,,2.0,2.0,,,6.0,15.0,109.0,,245.0,,4.0,,48523.0,44.0,,46.0,10.0,,,8801.0,371.0,14.0,9.0,,,,1.0,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536435600000,6.0,1869.0,,117.0,133054.0,27.0,26.0,2.0,165.0,87.0,,1373.0,65.0,227.0,628.0,1.0,4.0,10.0,13.0,18.0,43.0,,7.0,1.0,2.0,,6.0,55.0,,,376.0,,4.0,4.0,54837.0,44.0,2.0,51.0,,,,1458.0,277.0,1.0,,,,,1.0,,3.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,8.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1946.0,,138.0,132235.0,27.0,26.0,2.0,165.0,87.0,,2156.0,62.0,227.0,594.0,1.0,4.0,5.0,6.0,16.0,45.0,,7.0,1.0,2.0,,6.0,15.0,,,245.0,,4.0,4.0,48523.0,44.0,2.0,51.0,,,,8801.0,371.0,14.0,,,,,1.0,,3.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,8.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536435900000,17.0,1885.0,,470.0,135202.0,16.0,26.0,2.0,141.0,63.0,,1183.0,136.0,202.0,642.0,4.0,7.0,12.0,1.0,19.0,45.0,,3.0,2.0,,,7.0,108.0,,,189.0,,5.0,2.0,50996.0,48.0,,47.0,,,4.0,2411.0,242.0,7.0,43.0,,,,1.0,,5.0,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,6.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1885.0,,470.0,132235.0,27.0,26.0,2.0,141.0,63.0,,1179.0,62.0,227.0,594.0,1.0,4.0,5.0,2.0,19.0,45.0,,3.0,2.0,,,6.0,15.0,,,245.0,,4.0,4.0,48523.0,48.0,,47.0,,,4.0,2286.0,371.0,7.0,43.0,,,,1.0,,5.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,8.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536436200000,18.0,1991.0,,133.0,132787.0,27.0,26.0,2.0,148.0,57.0,,1179.0,83.0,203.0,601.0,,2.0,25.0,2.0,27.0,39.0,,2.0,2.0,,,6.0,36.0,,,305.0,,6.0,,48523.0,45.0,,43.0,16.0,,,2286.0,290.0,7.0,55.0,,,,,,3.0,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,1.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1946.0,,470.0,132235.0,27.0,26.0,2.0,141.0,63.0,,1179.0,62.0,212.0,594.0,,2.0,5.0,2.0,27.0,45.0,,2.0,2.0,,,6.0,15.0,,,245.0,,6.0,,48523.0,45.0,,43.0,16.0,,,2286.0,371.0,7.0,55.0,,,,,,3.0,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,1.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536436500000,6.0,1958.0,,91.0,130420.0,24.0,26.0,3.0,150.0,52.0,,1485.0,62.0,160.0,646.0,2.0,4.0,12.0,16.0,17.0,51.0,,6.0,3.0,,,5.0,78.0,,,365.0,,4.0,77.0,47214.0,58.0,,40.0,1.0,,,3077.0,334.0,2.0,,,,,2.0,,3.0,15.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,1.0,,,,,,4.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1946.0,,470.0,132235.0,27.0,26.0,2.0,150.0,63.0,,1485.0,62.0,212.0,646.0,1.0,4.0,5.0,2.0,17.0,51.0,,2.0,2.0,,,5.0,15.0,,,365.0,,4.0,7.0,48523.0,45.0,,43.0,1.0,,,3077.0,334.0,7.0,,,,,1.0,,3.0,15.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,1.0,,,,,,3.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536436800000,4.0,1969.0,,124.0,132751.0,12.0,26.0,2.0,156.0,69.0,,1386.0,92.0,212.0,655.0,3.0,4.0,4.0,7.0,15.0,44.0,,2.0,1.0,,,8.0,128.0,,,202.0,,5.0,,44445.0,51.0,,47.0,9.0,,,2878.0,326.0,4.0,155.0,,1.0,,2.0,,3.0,3.0,,,,,,,,,,,,10.0,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1946.0,,124.0,132235.0,24.0,26.0,1.0,131.0,30.0,,1255.0,62.0,212.0,594.0,1.0,4.0,4.0,2.0,15.0,51.0,,2.0,1.0,,,8.0,15.0,,,202.0,,5.0,,44445.0,51.0,,47.0,9.0,,,2878.0,334.0,4.0,155.0,,1.0,,1.0,,3.0,15.0,,,,,,,,,,,,10.0,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
